,Williamson,Davidson,Shelby,Sullivan,Knox,Hamilton,Jefferson,Rutherford,Campbell,Sevier,Cheatham,Robertson,Sumner,Cumberland,Dyer,Montgomery,Unknown,Washington,Wilson,Anderson,Blount,Bradley,Dickson,Greene,Hamblen,Maury,Tipton,Carroll,Cocke,Fayette,Monroe,Putnam,Roane,Scott,Chester,Franklin,Gibson,Houston,Loudon,Marion,McMinn,Perry,Claiborne,DeKalb,Grundy,Hardin,Lincoln,Madison,Overton,Bedford,Hawkins,Lewis,White,Benton,Cannon,Macon,Meigs,Unicoi,Smith,Bledsoe,Carter,Hardeman,Johnson,Morgan,Trousdale,Union,Weakley,Coffee,Haywood,Henry,McNairy,Obion,Fentress,Giles,Lawrence,Marshall,Warren,Wayne,Humphreys,Clay,Grainger,Hickman,Lauderdale,Sequatchie,Jackson,Polk,Stewart,Henderson,Decatur,Lake,Van Buren,Moore,Rhea,Crockett,Pickett,Hancock
2021-06-07,28334,99431,98942,17226,52066,45249,6287,43525,4200,13504,4609,9849,24338,6839,5462,20777,9661,14823,19062,8846,15643,15226,6915,7988,8639,13612,7442,3660,4539,5170,5942,11493,6349,3190,2172,5177,6621,1110,6221,3164,6595,1068,3202,2826,1797,3601,4365,11426,3033,6548,6298,1587,3708,1684,1937,3644,1411,2055,2797,2192,6711,3546,2438,2519,2512,1954,4200,6955,2713,3260,2856,4600,2442,4027,6044,4226,5560,2974,1881,1102,2656,2867,3238,1741,1333,2109,1359,3840,1602,1718,861,1019,4382,2044,763,603
2021-06-08,28346,99450,99069,17226,52066,45256,6287,43538,4200,13504,4608,9850,24341,6839,5470,20788,9583,14829,19064,8844,15641,15229,6917,7989,8636,13611,7442,3661,4539,5168,5948,11494,6352,3189,2172,5176,6623,1111,6222,3167,6595,1068,3202,2827,1798,3601,4365,11421,3033,6549,6299,1587,3709,1685,1937,3646,1413,2055,2795,2192,6713,3546,2438,2520,2512,1953,4206,6957,2713,3262,2860,4601,2443,4027,6048,4227,5558,2973,1884,1102,2657,2867,3241,1740,1332,2109,1359,3840,1603,1719,862,1019,4382,2044,763,603
2021-06-09,28351,99463,99137,17240,52113,45267,6289,43547,4200,13509,4610,9850,24345,6840,5472,20798,9532,14831,19070,8837,15639,15235,6920,7990,8636,13612,7446,3663,4537,5167,5950,11493,6349,3189,2172,5178,6627,1111,6222,3168,6594,1068,3203,2827,1798,3600,4363,11428,3034,6549,6302,1587,3709,1683,1937,3648,1414,2055,2795,2192,6713,3546,2438,2520,2513,1952,4214,6959,2714,3264,2862,4601,2443,4027,6047,4227,5558,2974,1884,1102,2658,2866,3242,1740,1333,2109,1359,3840,1603,1722,862,1019,4383,2045,763,603
2021-06-10,28351,99471,99137,17244,52113,45267,6288,43552,4202,13519,4612,9854,24345,6841,5471,20804,9564,14829,19076,8842,15646,15238,6934,7989,8639,13610,7447,3665,4537,5168,5950,11493,6354,3188,2171,5178,6628,1111,6230,3173,6599,1068,3205,2828,1797,3603,4363,11440,3036,6547,6306,1587,3709,1684,1937,3646,1414,2054,2795,2192,6715,3548,2438,2520,2515,1953,4217,6957,2715,3264,2864,4600,2443,4028,6051,4231,5558,2973,1887,1102,2658,2868,3242,1741,1335,2110,1361,3841,1602,1722,862,1019,4384,2045,763,603
2021-06-11,28595,99485,99161,17280,52113,45287,6326,43601,4205,13549,4662,9929,24449,6868,5510,20907,7629,14842,19308,8847,15813,15298,7073,8002,8690,13721,7465,3715,4548,5176,6015,11904,6362,3219,2183,5230,6677,1119,6260,3217,6612,1076,3226,2859,1802,3607,4394,11545,3059,6694,6325,1618,3811,1687,1942,3671,1420,2057,2812,2198,6717,3562,2439,2533,2537,1959,4220,6987,2717,3381,2871,4623,2516,4040,6105,4306,5610,2996,1927,1107,2663,2885,3272,1745,1354,2112,1367,3868,1620,1728,866,1024,4402,2063,764,607
2021-06-12,28595,99485,99213,17280,52113,45287,6326,43601,4205,13549,4662,9929,24449,6868,5510,20907,7594,14842,19308,8847,15813,15298,7073,8002,8690,13721,7465,3715,4548,5176,6015,11904,6362,3219,2183,5230,6677,1119,6260,3217,6612,1076,3226,2859,1802,3607,4394,11545,3059,6694,6325,1618,3811,1687,1942,3671,1420,2057,2812,2198,6717,3562,2439,2533,2537,1959,4220,6987,2717,3381,2871,4623,2516,4040,6105,4306,5610,2996,1927,1107,2663,2885,3272,1745,1354,2112,1367,3868,1620,1728,866,1024,4402,2063,764,607
2021-06-13,28595,99485,99323,17280,52113,45287,6326,43601,4205,13549,4662,9929,24449,6868,5510,20907,7525,14842,19308,8847,15813,15298,7073,8002,8690,13721,7465,3715,4548,5176,6015,11904,6362,3219,2183,5230,6677,1119,6260,3217,6612,1076,3226,2859,1802,3607,4394,11545,3059,6694,6325,1618,3811,1687,1942,3671,1420,2057,2812,2198,6717,3562,2439,2533,2537,1959,4220,6987,2717,3381,2871,4623,2516,4040,6105,4306,5610,2996,1927,1107,2663,2885,3272,1745,1354,2112,1367,3868,1620,1728,866,1024,4402,2063,764,607
2021-06-14,28595,99497,99323,17280,52113,45306,6326,43601,4205,13549,4662,9929,24449,6868,5510,20907,7525,14842,19308,8847,15813,15298,7073,8002,8690,13721,7465,3715,4548,5176,6015,11904,6362,3219,2183,5230,6677,1119,6260,3217,6612,1076,3226,2859,1802,3607,4394,11545,3059,6694,6325,1618,3811,1687,1942,3671,1420,2057,2812,2198,6717,3562,2439,2533,2537,1959,4220,6987,2717,3381,2871,4623,2516,4040,6105,4306,5610,2996,1927,1107,2663,2885,3272,1745,1354,2112,1367,3868,1620,1728,866,1024,4402,2063,764,607
2021-06-15,28603,99497,99335,17297,52113,45316,6320,43697,4197,13537,4667,9946,24480,6883,5520,20942,7513,14834,19342,8845,15880,15286,7082,8016,8677,13714,7460,3709,4542,5200,5972,11846,6373,3226,2196,5229,6668,1119,6232,3229,6660,1076,3224,2865,1802,3612,4391,11556,3090,6698,6323,1623,3797,1682,1943,3671,1425,2064,2814,2211,6739,3547,2436,2551,2533,1964,4236,6979,2720,3388,2863,4624,2519,4046,6096,4310,5595,2999,1936,1119,2670,2887,3269,1749,1367,2108,1362,3871,1620,1729,870,1034,4397,2059,771,619
2021-06-16,28601,99519,99388,17299,51978,45338,6320,43699,4197,13542,4669,9946,24487,6882,5518,20954,7662,14831,19344,8842,15884,15290,7095,8016,8677,13715,7465,3709,4547,5202,5972,11846,6375,3226,2195,5229,6669,1119,6234,3230,6660,1076,3224,2866,1801,3612,4393,11568,3090,6699,6324,1622,3796,1683,1943,3671,1426,2065,2813,2212,6743,3546,2439,2551,2534,1965,4236,6979,2720,3390,2867,4626,2520,4047,6096,4310,5595,2999,1937,1119,2670,2889,3270,1749,1368,2110,1362,3873,1621,1728,870,1034,4395,2059,772,619
2021-06-17,28603,99527,99539,17306,51978,45348,6320,43704,4197,13543,4670,9947,24490,6885,5518,20957,7602,14830,19345,8842,15887,15292,7094,8017,8678,13716,7469,3710,4547,5204,5972,11846,6375,3226,2195,5228,6670,1120,6237,3229,6663,1075,3224,2871,1801,3612,4394,11569,3090,6700,6324,1622,3795,1684,1943,3670,1426,2066,2813,2213,6743,3545,2440,2552,2534,1965,4236,6980,2720,3391,2867,4626,2520,4046,6095,4315,5598,2999,1937,1120,2672,2891,3271,1750,1367,2112,1362,3873,1620,1728,870,1034,4393,2060,772,620
2021-06-18,28608,99527,99539,17305,51978,45364,6322,43706,4198,13545,4670,9947,24496,6884,5518,20965,7611,14833,19349,8838,15888,15290,7090,8019,8676,13718,7469,3710,4547,5206,5973,11849,6377,3225,2195,5229,6667,1120,6236,3230,6661,1073,3224,2871,1801,3614,4398,11564,3089,6703,6323,1622,3795,1685,1941,3669,1428,2066,2812,2214,6744,3545,2439,2552,2533,1965,4237,6983,2720,3392,2870,4626,2520,4046,6096,4313,5598,2999,1938,1120,2672,2893,3271,1751,1367,2112,1363,3873,1620,1727,870,1034,4393,2060,772,620
2021-06-19,28608,99527,99539,17305,51978,45364,6322,43706,4198,13545,4670,9947,24496,6884,5518,20965,7611,14833,19349,8838,15888,15290,7090,8019,8676,13718,7469,3710,4547,5206,5973,11849,6377,3225,2195,5229,6667,1120,6236,3230,6661,1073,3224,2871,1801,3614,4398,11564,3089,6703,6323,1622,3795,1685,1941,3669,1428,2066,2812,2214,6744,3545,2439,2552,2533,1965,4237,6983,2720,3392,2870,4626,2520,4046,6096,4313,5598,2999,1938,1120,2672,2893,3271,1751,1367,2112,1363,3873,1620,1727,870,1034,4393,2060,772,620
2021-06-20,28608,99527,99539,17305,51978,45364,6322,43706,4198,13545,4670,9947,24496,6884,5518,20965,7611,14833,19349,8838,15888,15290,7090,8019,8676,13718,7469,3710,4547,5206,5973,11849,6377,3225,2195,5229,6667,1120,6236,3230,6661,1073,3224,2871,1801,3614,4398,11564,3089,6703,6323,1622,3795,1685,1941,3669,1428,2066,2812,2214,6744,3545,2439,2552,2533,1965,4237,6983,2720,3392,2870,4626,2520,4046,6096,4313,5598,2999,1938,1120,2672,2893,3271,1751,1367,2112,1363,3873,1620,1727,870,1034,4393,2060,772,620
2021-06-21,28611,99527,99539,17312,52088,45375,6326,43706,4197,13551,4670,9953,24504,6886,5520,20977,7656,14844,19356,8810,15893,15290,7091,8029,8676,13729,7469,3711,4546,5208,5975,11850,6379,3225,2196,5229,6668,1120,6231,3230,6664,1071,3225,2874,1801,3614,4400,11564,3089,6707,6324,1622,3795,1685,1941,3669,1427,2067,2812,2214,6747,3547,2441,2551,2533,1954,4237,6983,2720,3393,2870,4626,2521,4046,6098,4315,5602,2999,1939,1120,2671,2892,3269,1754,1367,2114,1370,3871,1620,1727,870,1034,4391,2060,772,620
2021-06-22,28612,99527,99643,17311,52098,45390,6327,43711,4198,13553,4670,9953,24505,6886,5521,20981,7587,14845,19362,8808,15898,15291,7093,8030,8682,13729,7470,3712,4547,5207,5976,11850,6378,3225,2196,5229,6669,1120,6232,3231,6664,1071,3225,2874,1800,3614,4400,11563,3089,6708,6323,1622,3795,1686,1941,3669,1428,2068,2814,2214,6749,3546,2441,2551,2533,1956,4237,6983,2719,3395,2873,4625,2521,4046,6098,4315,5601,2999,1939,1120,2672,2892,3268,1756,1367,2114,1370,3871,1620,1728,870,1034,4392,2061,773,620
2021-06-23,28617,99527,99669,17316,52109,45404,6327,43714,4198,13570,4669,9956,24512,6888,5522,20996,7585,14850,19363,8811,15900,15295,7094,8029,8681,13734,7470,3712,4547,5210,5978,11848,6377,3225,2196,5229,6669,1120,6233,3230,6665,1071,3225,2874,1800,3614,4401,11569,3089,6710,6324,1623,3794,1686,1941,3670,1428,2068,2814,2216,6750,3547,2443,2554,2533,1956,4238,6985,2719,3399,2875,4625,2520,4046,6097,4315,5601,2999,1939,1120,2673,2893,3269,1757,1367,2114,1370,3870,1620,1728,871,1034,4392,2062,773,620
2021-06-24,28619,99527,99626,17320,52113,45413,6328,43717,4199,13574,4669,9957,24510,6888,5524,21007,7662,14849,19367,8811,15902,15299,7095,8030,8679,13735,7466,3709,4546,5206,5978,11847,6376,3225,2197,5229,6666,1120,6233,3230,6665,1070,3225,2874,1801,3613,4403,11570,3089,6708,6323,1623,3794,1686,1940,3670,1429,2068,2811,2215,6753,3546,2444,2555,2534,1956,4237,6985,2719,3401,2877,4623,2520,4046,6098,4316,5601,2999,1939,1120,2672,2893,3268,1757,1367,2114,1371,3869,1621,1728,870,1034,4389,2061,773,620
2021-06-25,28622,99533,99747,17323,52120,45428,6326,43716,4199,13575,4667,9957,24511,6887,5525,21013,7562,14850,19372,8811,15907,15300,7096,8034,8678,13734,7466,3709,4547,5205,5979,11843,6375,3225,2197,5228,6665,1121,6233,3242,6663,1070,3226,2875,1804,3613,4402,11573,3089,6709,6323,1622,3792,1686,1940,3670,1428,2066,2811,2213,6754,3546,2445,2555,2534,1956,4237,6983,2716,3403,2876,4623,2520,4045,6098,4318,5602,2999,1940,1120,2673,2893,3267,1757,1366,2115,1372,3869,1621,1728,870,1034,4387,2061,773,620
2021-06-26,28622,99533,99747,17323,52120,45428,6326,43716,4199,13575,4667,9957,24511,6887,5525,21013,7569,14850,19372,8811,15907,15300,7096,8034,8678,13734,7466,3709,4547,5205,5979,11843,6375,3225,2197,5228,6665,1121,6233,3242,6663,1070,3226,2875,1804,3613,4402,11573,3089,6709,6323,1622,3792,1686,1940,3670,1428,2066,2811,2213,6754,3546,2445,2555,2534,1956,4237,6983,2716,3403,2876,4623,2520,4045,6098,4318,5602,2999,1940,1120,2673,2893,3267,1757,1366,2115,1372,3869,1621,1728,870,1034,4387,2061,773,620
2021-06-27,28622,99533,99747,17323,52120,45428,6326,43716,4199,13575,4667,9957,24511,6887,5525,21013,7569,14850,19372,8811,15907,15300,7096,8034,8678,13734,7466,3709,4547,5205,5979,11843,6375,3225,2197,5228,6665,1121,6233,3242,6663,1070,3226,2875,1804,3613,4402,11573,3089,6709,6323,1622,3792,1686,1940,3670,1428,2066,2811,2213,6754,3546,2445,2555,2534,1956,4237,6983,2716,3403,2876,4623,2520,4045,6098,4318,5602,2999,1940,1120,2673,2893,3267,1757,1366,2115,1372,3869,1621,1728,870,1034,4387,2061,773,620
2021-06-28,28637,99533,99786,17327,52126,45448,6329,43718,4197,13582,4668,9961,24518,6885,5524,21038,7587,14850,19378,8814,15923,15305,7098,8040,8682,13736,7466,3711,4546,5208,5980,11844,6375,3224,2199,5228,6666,1121,6235,3249,6665,1070,3227,2873,1804,3611,4402,11574,3090,6716,6325,1623,3792,1686,1940,3668,1429,2068,2811,2215,6759,3545,2446,2554,2535,1956,4238,6980,2717,3400,2876,4623,2518,4048,6100,4319,5602,2999,1940,1120,2676,2892,3267,1758,1366,2112,1378,3865,1622,1728,871,1032,4385,2060,773,620
2021-06-29,28640,99533,99801,17335,52131,45466,6328,43717,4197,13584,4667,9962,24521,6884,5524,21042,7566,14854,19377,8816,15922,15300,7099,8040,8680,13736,7464,3710,4546,5204,5981,11841,6375,3223,2199,5228,6665,1120,6239,3249,6665,1070,3227,2873,1804,3611,4403,11575,3091,6716,6326,1623,3792,1686,1940,3668,1429,2069,2810,2215,6761,3545,2446,2554,2535,1956,4237,6980,2716,3400,2877,4622,2518,4048,6100,4326,5599,2999,1940,1120,2674,2891,3267,1759,1366,2112,1378,3865,1622,1728,871,1032,4386,2061,773,620
2021-06-30,28652,99452,99826,17338,52139,45482,6329,43725,4197,13590,4668,9965,24527,6883,5525,21051,7598,14859,19387,8819,15937,15293,7100,8041,8681,13745,7469,3711,4546,5206,5985,11841,6376,3224,2204,5228,6669,1121,6240,3263,6664,1070,3230,2873,1804,3610,4403,11581,3091,6720,6328,1624,3792,1687,1940,3669,1429,2069,2810,2217,6761,3545,2447,2554,2535,1956,4238,6981,2716,3401,2879,4623,2519,4049,6102,4329,5601,2999,1942,1121,2678,2891,3268,1758,1366,2113,1379,3865,1622,1728,871,1032,4385,2061,773,620
2021-07-01,28659,99452,99875,17346,52157,45495,6331,43717,4197,13595,4670,9966,24536,6883,5526,21057,7594,14862,19390,8819,15948,15299,7102,8043,8683,13748,7469,3713,4546,5209,5986,11842,6376,3225,2204,5230,6670,1122,6240,3267,6665,1071,3231,2873,1804,3610,4407,11589,3091,6722,6333,1625,3793,1688,1941,3670,1429,2069,2810,2220,6765,3546,2447,2554,2534,1956,4239,6983,2716,3402,2880,4623,2520,4049,6104,4335,5601,3003,1942,1121,2678,2894,3268,1761,1368,2112,1379,3865,1622,1728,872,1033,4386,2061,773,620
2021-07-02,28671,99433,99915,17352,52157,45509,6333,43727,4197,13597,4672,9974,24553,6883,5527,21067,7619,14865,19393,8820,15952,15321,7106,8045,8684,13749,7473,3714,4545,5214,5987,11843,6378,3225,2205,5231,6674,1122,6239,3268,6672,1072,3230,2874,1804,3610,4408,11590,3091,6722,6335,1626,3793,1688,1941,3669,1429,2070,2810,2225,6767,3547,2446,2555,2534,1957,4240,6986,2716,3403,2879,4624,2521,4049,6106,4337,5602,3003,1942,1121,2678,2894,3268,1762,1368,2112,1379,3865,1622,1728,872,1033,4388,2061,773,620
2021-07-03,28671,99433,99971,17352,52157,45509,6333,43727,4197,13597,4672,9974,24553,6883,5527,21067,7568,14865,19393,8820,15952,15321,7106,8045,8684,13749,7473,3714,4545,5214,5987,11843,6378,3225,2205,5231,6674,1122,6239,3268,6672,1072,3230,2874,1804,3610,4408,11590,3091,6722,6335,1626,3793,1688,1941,3669,1429,2070,2810,2225,6767,3547,2446,2555,2534,1957,4240,6986,2716,3403,2879,4624,2521,4049,6106,4337,5602,3003,1942,1121,2678,2894,3268,1762,1368,2112,1379,3865,1622,1728,872,1033,4388,2061,773,620
2021-07-04,28671,99433,99971,17352,52157,45509,6333,43727,4197,13597,4672,9974,24553,6883,5527,21067,7568,14865,19393,8820,15952,15321,7106,8045,8684,13749,7473,3714,4545,5214,5987,11843,6378,3225,2205,5231,6674,1122,6239,3268,6672,1072,3230,2874,1804,3610,4408,11590,3091,6722,6335,1626,3793,1688,1941,3669,1429,2070,2810,2225,6767,3547,2446,2555,2534,1957,4240,6986,2716,3403,2879,4624,2521,4049,6106,4337,5602,3003,1942,1121,2678,2894,3268,1762,1368,2112,1379,3865,1622,1728,872,1033,4388,2061,773,620
2021-07-05,28671,99433,99971,17352,52157,45509,6333,43727,4197,13597,4672,9974,24553,6883,5527,21067,7568,14865,19393,8820,15952,15321,7106,8045,8684,13749,7473,3714,4545,5214,5987,11843,6378,3225,2205,5231,6674,1122,6239,3268,6672,1072,3230,2874,1804,3610,4408,11590,3091,6722,6335,1626,3793,1688,1941,3669,1429,2070,2810,2225,6767,3547,2446,2555,2534,1957,4240,6986,2716,3403,2879,4624,2521,4049,6106,4337,5602,3003,1942,1121,2678,2894,3268,1762,1368,2112,1379,3865,1622,1728,872,1033,4388,2061,773,620
2021-07-06,28686,99433,99971,17367,52165,45561,6340,43770,4198,13605,4673,9986,24610,6886,5530,21101,7775,14868,19406,8820,15959,15325,7114,8055,8688,13755,7482,3720,4547,5230,5990,11842,6381,3226,2207,5238,6692,1122,6242,3270,6672,1075,3234,2874,1804,3615,4414,11600,3092,6725,6337,1627,3793,1688,1944,3670,1429,2074,2811,2230,6769,3550,2447,2559,2534,1957,4246,6992,2718,3405,2884,4625,2523,4051,6108,4346,5602,3012,1943,1121,2682,2895,3269,1764,1368,2113,1381,3866,1624,1728,872,1033,4389,2064,773,620
2021-07-07,28699,99433,100242,17370,52188,45613,6344,43784,4200,13618,4673,9991,24637,6890,5532,21108,7658,14876,19414,8820,15963,15334,7115,8056,8692,13757,7488,3722,4547,5233,5990,11844,6381,3228,2209,5241,6693,1122,6242,3271,6672,1075,3239,2874,1804,3615,4415,11600,3092,6725,6343,1627,3794,1689,1946,3670,1430,2074,2811,2230,6776,3552,2447,2560,2535,1957,4246,6994,2719,3406,2884,4625,2523,4053,6109,4347,5602,3011,1948,1121,2682,2896,3270,1764,1368,2115,1381,3866,1625,1728,872,1033,4391,2064,773,621
2021-07-08,28714,99433,100330,17382,52207,45645,6344,43799,4207,13630,4677,10000,24657,6893,5533,21120,7669,14880,19427,8821,15970,15339,7116,8057,8701,13763,7495,3722,4550,5238,5991,11846,6381,3228,2210,5244,6698,1122,6245,3271,6673,1075,3243,2874,1804,3618,4416,11605,3092,6727,6348,1627,3793,1689,1946,3670,1431,2074,2812,2230,6784,3551,2450,2560,2536,1958,4245,6997,2720,3409,2884,4624,2523,4055,6111,4352,5605,3012,1950,1121,2682,2895,3270,1764,1368,2115,1384,3866,1626,1728,872,1033,4392,2066,773,621
2021-07-09,28732,99657,100472,17388,52225,45645,6349,43818,4212,13647,4680,10003,24687,6897,5533,21129,7699,14884,19435,8822,15976,15343,7118,8057,8703,13768,7502,3723,4551,5242,5994,11845,6381,3228,2210,5248,6697,1122,6246,3274,6675,1075,3243,2874,1805,3618,4418,11608,3093,6730,6353,1629,3793,1689,1946,3673,1432,2074,2812,2231,6786,3550,2450,2561,2536,1958,4245,6997,2721,3415,2884,4625,2523,4056,6111,4354,5607,3012,1952,1121,2684,2896,3270,1764,1369,2115,1384,3869,1628,1728,872,1033,4393,2067,773,621
2021-07-10,28732,99657,100627,17388,52225,45645,6349,43818,4212,13647,4680,10003,24687,6897,5533,21129,7575,14884,19435,8822,15976,15343,7118,8057,8703,13768,7502,3723,4551,5242,5994,11845,6381,3228,2210,5248,6697,1122,6246,3274,6675,1075,3243,2874,1805,3618,4418,11608,3093,6730,6353,1629,3793,1689,1946,3673,1432,2074,2812,2231,6786,3550,2450,2561,2536,1958,4245,6997,2721,3415,2884,4625,2523,4056,6111,4354,5607,3012,1952,1121,2684,2896,3270,1764,1369,2115,1384,3869,1628,1728,872,1033,4393,2067,773,621
2021-07-11,28732,99657,100627,17388,52225,45645,6349,43818,4212,13647,4680,10003,24687,6897,5533,21129,7575,14884,19435,8822,15976,15343,7118,8057,8703,13768,7502,3723,4551,5242,5994,11845,6381,3228,2210,5248,6697,1122,6246,3274,6675,1075,3243,2874,1805,3618,4418,11608,3093,6730,6353,1629,3793,1689,1946,3673,1432,2074,2812,2231,6786,3550,2450,2561,2536,1958,4245,6997,2721,3415,2884,4625,2523,4056,6111,4354,5607,3012,1952,1121,2684,2896,3270,1764,1369,2115,1384,3869,1628,1728,872,1033,4393,2067,773,621
2021-07-12,28767,99657,100627,17402,52277,45784,6354,43855,4216,13667,4685,10018,24742,6906,5536,21156,7893,14894,19456,8826,15993,15350,7120,8059,8711,13783,7519,3721,4558,5255,5995,11845,6386,3228,2211,5266,6709,1122,6253,3279,6681,1076,3246,2875,1808,3618,4418,11622,3093,6733,6361,1630,3793,1691,1950,3674,1432,2076,2813,2238,6793,3551,2454,2564,2538,1961,4247,6997,2722,3436,2886,4629,2526,4058,6113,4370,5610,3014,1955,1122,2687,2899,3272,1768,1369,2117,1384,3870,1629,1728,872,1032,4393,2064,773,621
2021-07-13,28781,99657,101101,17415,52308,45840,6359,43867,4218,13670,4685,10025,24771,6908,5540,21168,7596,14903,19477,8833,16002,15358,7125,8063,8717,13800,7527,3724,4558,5259,6001,11847,6388,3228,2212,5273,6716,1122,6253,3281,6684,1076,3250,2875,1809,3621,4419,11634,3093,6733,6368,1630,3793,1691,1952,3674,1432,2076,2813,2239,6794,3551,2455,2565,2538,1963,4251,7000,2723,3441,2889,4630,2526,4061,6113,4373,5610,3014,1957,1122,2687,2899,3271,1769,1369,2117,1385,3871,1630,1728,872,1033,4395,2066,775,621
2021-07-14,28817,99657,101101,17428,52351,45877,6364,43898,4218,13683,4687,10032,24810,6910,5542,21183,7727,14917,19491,8835,16012,15365,7128,8071,8723,13807,7541,3726,4561,5268,6007,11851,6391,3228,2213,5279,6728,1122,6258,3282,6690,1076,3252,2876,1808,3624,4422,11648,3093,6739,6376,1630,3793,1691,1953,3676,1435,2076,2814,2239,6796,3552,2455,2564,2538,1962,4257,7002,2725,3444,2892,4633,2530,4062,6117,4375,5612,3014,1958,1122,2689,2901,3271,1771,1369,2117,1385,3871,1630,1728,872,1035,4398,2071,777,621
2021-07-15,28834,99657,101284,17442,52319,45917,6368,43915,4219,13692,4688,10040,24832,6913,5545,21210,7735,14917,19501,8840,16026,15373,7128,8079,8733,13814,7551,3729,4562,5271,6008,11854,6397,3229,2216,5287,6727,1123,6262,3285,6693,1076,3252,2881,1811,3627,4425,11656,3093,6741,6378,1630,3793,1696,1958,3677,1437,2076,2816,2239,6799,3553,2455,2566,2540,1961,4257,7009,2726,3450,2894,4634,2530,4066,6124,4380,5613,3014,1963,1123,2690,2903,3273,1772,1369,2117,1385,3873,1631,1727,872,1035,4402,2072,777,623
2021-07-16,28865,100032,101463,17459,52361,45977,6367,43943,4218,13702,4691,10048,24864,6914,5546,21233,7721,14924,19513,8844,16042,15380,7135,8080,8737,13829,7566,3731,4565,5276,6009,11863,6405,3229,2219,5289,6729,1123,6265,3285,6699,1076,3258,2883,1811,3628,4427,11673,3094,6746,6382,1630,3793,1698,1959,3680,1438,2078,2816,2239,6802,3558,2456,2568,2542,1961,4259,7012,2729,3458,2896,4637,2534,4069,6125,4392,5615,3014,1967,1123,2692,2903,3275,1772,1369,2119,1386,3872,1631,1727,873,1036,4404,2075,777,623
2021-07-17,28865,100032,101617,17459,52361,45977,6367,43943,4218,13702,4691,10048,24864,6914,5546,21233,7594,14924,19513,8844,16042,15380,7135,8080,8737,13829,7566,3731,4565,5276,6009,11863,6405,3229,2219,5289,6729,1123,6265,3285,6699,1076,3258,2883,1811,3628,4427,11673,3094,6746,6382,1630,3793,1698,1959,3680,1438,2078,2816,2239,6802,3558,2456,2568,2542,1961,4259,7012,2729,3458,2896,4637,2534,4069,6125,4392,5615,3014,1967,1123,2692,2903,3275,1772,1369,2119,1386,3872,1631,1727,873,1036,4404,2075,777,623
2021-07-18,28865,100032,101617,17459,52361,45977,6367,43943,4218,13702,4691,10048,24864,6914,5546,21233,7594,14924,19513,8844,16042,15380,7135,8080,8737,13829,7566,3731,4565,5276,6009,11863,6405,3229,2219,5289,6729,1123,6265,3285,6699,1076,3258,2883,1811,3628,4427,11673,3094,6746,6382,1630,3793,1698,1959,3680,1438,2078,2816,2239,6802,3558,2456,2568,2542,1961,4259,7012,2729,3458,2896,4637,2534,4069,6125,4392,5615,3014,1967,1123,2692,2903,3275,1772,1369,2119,1386,3872,1631,1727,873,1036,4404,2075,777,623
2021-07-19,28933,100032,101617,17490,52462,46083,6376,44034,4226,13729,4700,10069,24940,6933,5552,21289,8003,14946,19544,8862,16069,15407,7145,8091,8754,13849,7600,3736,4569,5293,6014,11876,6415,3229,2221,5304,6750,1123,6273,3286,6707,1077,3263,2887,1814,3633,4440,11703,3095,6747,6384,1635,3794,1705,1959,3681,1437,2078,2818,2247,6809,3563,2466,2578,2544,1962,4263,7015,2736,3470,2896,4640,2538,4076,6136,4403,5618,3015,1970,1123,2701,2908,3280,1783,1370,2124,1386,3877,1634,1727,873,1037,4406,2085,777,624
2021-07-20,28971,100032,102083,17506,52512,46153,6383,44081,4230,13749,4702,10079,24971,6936,5558,21311,7739,14960,19556,8867,16079,15415,7153,8107,8759,13859,7615,3737,4577,5302,6024,11883,6420,3230,2229,5316,6755,1125,6279,3292,6712,1079,3264,2890,1816,3638,4443,11715,3097,6751,6394,1642,3795,1706,1963,3682,1437,2078,2820,2247,6817,3568,2466,2582,2544,1967,4266,7018,2743,3473,2905,4640,2538,4077,6141,4412,5619,3017,1979,1123,2704,2910,3280,1784,1371,2126,1386,3885,1635,1727,874,1036,4415,2094,777,625
